SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,DAYS_DECISION,CODE_REJECT_REASON,CNT_PAYMENT
2110486,112507,Consumer loans,15742.575,89955,80959.5,-667,LIMIT,6
1511022,360166,Consumer loans,3586.635,22455,28422,-1541,XAP,12
2738448,316140,Consumer loans,6771.375,72265.5,48024,-1781,XAP,10
1662824,117357,Cash loans,,0,0,-171,XAP,
1512118,438083,Cash loans,,0,0,-90,XAP,
1457989,319512,Cash loans,25964.325,625500,732834,-526,HC,60
1482256,266825,Cash loans,18072.81,135000,163732.5,-582,XAP,12
2389691,212244,Consumer loans,,46300.5,46300.5,-517,CLIENT,
2357818,156774,Consumer loans,14255.235,71212.5,76383,-258,XAP,6
1248612,395017,Cash loans,,0,0,-210,XAP,
1343373,114828,Cash loans,,0,0,-208,XAP,
1325866,192475,Cash loans,,0,0,-198,XAP,
2447196,453375,Revolving loans,,0,0,-386,XAP,
1266347,259139,Cash loans,,0,0,-365,HC,
1522817,126090,Cash loans,19699.83,594000,711612,-359,XAP,60
1136525,248707,Revolving loans,2250,45000,45000,-171,XAP,0
1598229,144637,Consumer loans,17631.45,142065,173655,-416,XAP,12
1568851,354890,Consumer loans,13847.715,140805,140805,-375,XAP,12
2828777,342482,Cash loans,,0,0,-221,XAP,
2506926,348916,Cash loans,,0,0,-220,XAP,
2473942,245975,Cash loans,19449.675,337500,399870,-412,HC,48
2539735,361777,Consumer loans,11429.19,53055,62190,-580,XAP,6
2513644,394351,Consumer loans,7384.545,63454.5,70155,-729,XAP,12
2433856,145672,Cash loans,,0,0,-388,SCOFR,
2620778,445357,Revolving loans,,0,0,-366,XAP,
2837008,427521,Cash loans,,0,0,-155,XAP,
1863460,125564,Cash loans,39599.145,675000,762237,-141,VERIF,24
1500357,133640,Revolving loans,,0,0,-194,XAP,
1767840,430790,Revolving loans,2250,45000,45000,-296,XAP,0
1151229,274747,Consumer loans,9302.67,195804,176220,-1004,XAP,24
2728415,358143,Consumer loans,9204.66,91548,82390.5,-271,XAP,10
2216625,128959,Consumer loans,4276.485,31365,35667,-1740,XAP,12
1964544,441985,Consumer loans,15160.41,100462.5,84613.5,-817,XAP,6
1231093,298320,Consumer loans,3998.88,31347,34105.5,-837,XAP,10
2188609,145772,Consumer loans,3121.56,19710,21928.5,-2002,XAP,10
2788569,343206,Revolving loans,4500,315000,90000,-141,XAP,0
1106407,130718,Cash loans,20411.685,315000,349096.5,-730,XAP,24
1571583,231426,Cash loans,10618.335,45000,52366.5,-1419,HC,6
2005483,115795,Cash loans,,0,0,-225,XAP,
2153338,250029,Cash loans,23082.39,198000,211068,-2193,XAP,12
1715357,376119,Cash loans,25755.075,225000,239850,-2378,XAP,12
1359547,263694,Cash loans,24303.15,229500,241920,-889,XAP,12
1715341,399805,Cash loans,37315.62,315000,373455,-627,XAP,12
1259336,451509,Cash loans,24217.02,675000,779247,-974,XAP,54
1138747,289240,Cash loans,20172.6,180000,180000,-2224,HC,12
1155211,150630,Cash loans,52550.505,450000,474948,-1986,XAP,12
1998562,385981,Cash loans,18274.545,180000,197820,-1776,XAP,18
2203767,113251,Cash loans,22004.145,229500,284107.5,-551,XAP,18
1639635,190464,Cash loans,29174.265,360000,456061.5,-567,XAP,24
2049239,241808,Cash loans,27726.84,270000,284611.5,-685,XAP,12
2408222,276533,Cash loans,4467.69,67500,76410,-1565,XAP,24
2116035,272600,Consumer loans,11637.36,105507,103572,-1650,XAP,11
2741587,213555,Consumer loans,12077.28,111582,108706.5,-2278,XAP,10
2373116,115599,Consumer loans,3266.19,64791,72117,-690,LIMIT,24
1107555,170970,Consumer loans,7860.195,72621,70749,-2867,XAP,10
2501389,374308,Cash loans,26541.09,135000,139455,-389,SCO,6
1728429,174193,Consumer loans,3537.27,31342.5,29502,-1936,XAP,12
2498995,247395,Consumer loans,14672.97,134955,149206.5,-658,LIMIT,12
1903113,366864,Consumer loans,11143.035,62955,59463,-1143,XAP,6
1210825,147261,Consumer loans,12309.075,127300.5,120843,-494,XAP,12
1752130,164158,Consumer loans,13812.57,135130.5,149400,-173,XAP,12
2501391,410141,Consumer loans,,50580,50580,-1107,CLIENT,
2840119,409148,Cash loans,25472.43,225000,268272,-187,HC,12
1610187,296708,Cash loans,,0,0,-274,XAP,
2504928,328850,Revolving loans,18000,0,360000,-484,XAP,0
2166079,386399,Consumer loans,8060.85,42885,40284,-2491,XAP,6
1919383,342908,Consumer loans,13572.18,49455,51196.5,-973,XAP,4
2350823,266852,Consumer loans,,80955,80955,-187,CLIENT,
2065372,229615,Consumer loans,,107955,107955,-330,LIMIT,
2538676,154933,Consumer loans,11196.765,112455,98955,-834,XAP,12
1427883,303361,Consumer loans,,94455,94455,-235,CLIENT,
2607558,149512,Consumer loans,14997.51,155574,165024,-268,XAP,12
1724246,152419,Consumer loans,12786.165,115096.5,127251,-962,XAP,12
1692265,286504,Consumer loans,19738.215,103887,114111,-981,XAP,6
2642371,309724,Consumer loans,18311.805,167341.5,181701,-590,XAP,12
2566486,426809,Consumer loans,2495.475,46188,55332,-1600,XAP,24
1954246,197192,Consumer loans,7559.82,60093,61096.5,-1897,XAP,12
1100951,438042,Consumer loans,4490.865,34555.5,33664.5,-2629,XAP,10
1238997,134087,Consumer loans,5068.935,48600,37998,-2763,XAP,10
1065041,351660,Consumer loans,13090.365,171675,175005,-2344,XAP,18
2456740,440328,Cash loans,20123.865,225000,254700,-413,LIMIT,24
2193427,102217,Consumer loans,9935.37,71594.55,77499,-2287,XAP,10
2793372,331799,Consumer loans,28834.29,396000,437557.5,-1261,XAP,18
1124241,154311,Cash loans,,0,0,-125,XAP,
1399134,425521,Revolving loans,,0,0,-307,XAP,
1923310,244036,Cash loans,31206.465,454500,558855,-306,XAP,24
1464415,354554,Cash loans,9000.99,72000,86566.5,-665,XAP,12
1250111,317626,Cash loans,,0,0,-120,XAP,
1180166,453561,Cash loans,5738.4,54000,57564,-282,XAP,12
1440260,284672,Consumer loans,16460.55,176989.5,159286.5,-461,XAP,12
2254838,369290,Revolving loans,6750,135000,135000,-451,HC,0
2709847,219100,Revolving loans,18000,0,360000,-649,XAP,0
2719701,202961,Consumer loans,7854.165,174150,174150,-1029,XAP,24
2307599,246000,Consumer loans,10098.81,223920,223920,-1248,XAP,24
2262230,207950,Consumer loans,3733.875,62158.5,62158.5,-973,XAP,18
2415126,161051,Consumer loans,9155.43,99972,99972,-623,XAP,12
2307598,407195,Consumer loans,8604,49032,46458,-895,XAP,6
1710237,367947,Cash loans,27080.46,337500,376483.5,-1058,XAP,30
1978921,152637,Consumer loans,12865.05,116955,116955,-1013,XAP,10
1420346,167787,Consumer loans,4945.725,53860.5,41463,-864,XAP,10
1924128,139527,Consumer loans,2913.435,14850,14170.5,-2151,XAP,6
2283308,322843,Cash loans,5546.61,67500,74182.5,-903,XAP,18
2768293,195441,Cash loans,5628.375,45000,51048,-848,XAP,12
1372308,116509,Consumer loans,4372.335,32526,35959.5,-463,XAP,12
1495835,445472,Consumer loans,9055.575,97460.91,97456.5,-101,XAP,12
2709209,344892,Consumer loans,7303.23,56196,54747,-2695,XAP,10
1517645,275056,Consumer loans,7334.055,35671.5,35671.5,-1485,XAP,6
2452306,256824,Consumer loans,,86481,86481,-916,LIMIT,
2039495,163542,Cash loans,,225000,225000,-331,SCOFR,
1608453,327527,Consumer loans,2739.24,24925.5,24655.5,-1741,LIMIT,12
2478954,180681,Consumer loans,5840.19,26910,28642.5,-1799,XAP,6
1954819,263437,Cash loans,7869.015,67500,71955,-2509,XAP,12
1113505,316916,Cash loans,8281.8,45000,45000,-370,XAP,6
1065441,412192,Consumer loans,7961.175,62640,39568.5,-918,XAP,6
1797997,366589,Consumer loans,6103.26,30465,29047.5,-467,XAP,6
1327045,312575,Consumer loans,4272.12,19615.5,20952,-1238,XAP,6
1027285,185249,Consumer loans,4328.055,31410,34519.5,-1341,XAP,12
2474442,180355,Cash loans,18235.08,225000,269550,-731,XAP,36
1687869,404758,Consumer loans,3878.145,22050,23998.5,-1898,XAP,8
2830008,216725,Consumer loans,16398.225,139500,139500,-298,XAP,10
2422087,230845,Consumer loans,6843.06,49707,55984.5,-1969,LIMIT,12
1232689,146887,Consumer loans,3809.745,29650.5,31774.5,-1403,XAP,12
1988845,340470,Revolving loans,5625,0,135000,-2492,XNA,0
1295779,428455,Consumer loans,9418.365,86625,95773.5,-579,XAP,12
2513411,137812,Consumer loans,14768.505,121500,132192,-271,XAP,10
2340037,122649,Consumer loans,16423.155,175950,175950,-578,XAP,12
1372933,222012,Cash loans,48766.095,990000,1076247,-649,XAP,36
1288715,145666,Revolving loans,4500,90000,90000,-268,XAP,0
2192532,261483,Cash loans,,0,0,-525,XAP,
2172215,445888,Revolving loans,11250,225000,225000,-943,HC,0
1153349,278576,Consumer loans,5662.935,54900,60696,-836,XAP,12
1477924,292411,Consumer loans,,51881.4,51881.4,-1263,LIMIT,
2323280,309239,Consumer loans,26715.06,242820,242820,-752,XAP,10
2751571,316885,Consumer loans,22351.77,223560,201204,-665,XAP,10
1598251,384100,Consumer loans,24221.52,109773.45,90904.5,-761,XAP,4
2266201,188692,Consumer loans,9875.295,66096,63670.5,-903,XAP,8
2565934,414335,Consumer loans,11023.92,110250,99225,-2230,XAP,10
1068811,411501,Consumer loans,5208.39,55800,55800,-624,XAP,12
2484956,345146,Consumer loans,,30100.5,30100.5,-2088,HC,
1103128,212075,Consumer loans,8625.15,80315.685,78646.5,-710,XAP,10
1472056,403965,Cash loans,,0,0,-499,XAP,
1998159,312242,Cash loans,32086.71,450000,612810,-192,XAP,36
2742602,209155,Revolving loans,,0,0,-245,XAP,
2556689,259999,Revolving loans,18000,360000,360000,-82,XAP,0
2766579,242114,Cash loans,,0,0,-64,XAP,
2485415,244949,Cash loans,,0,0,-293,XAP,
2541668,350842,Revolving loans,2250,45000,45000,-310,XAP,0
2660453,255903,Consumer loans,8160.57,71581.5,87664.5,-1394,XAP,12
1050631,422898,Consumer loans,9730.305,72810,80019,-2114,XAP,12
1452797,266609,Consumer loans,23251.5,450000,450000,-609,XAP,24
2701748,422928,Cash loans,43551,1350000,1350000,-538,XAP,60
1655541,298377,Consumer loans,5046.12,55827,48991.5,-1725,HC,12
1002379,446926,Consumer loans,5785.785,35995.5,35815.5,-1451,XAP,8
1045005,280165,Revolving loans,6750,0,180000,-2656,XNA,0
2336153,377259,Consumer loans,15124.86,251959.5,226759.5,-1142,XAP,18
1053331,255816,Consumer loans,3955.32,29938.5,28998,-2085,XAP,10
1240212,384785,Consumer loans,14930.955,148320,151429.5,-1091,XAP,14
1076013,301170,Revolving loans,2250,45000,45000,-217,XAP,0
2702180,269210,Consumer loans,6049.215,49455,53806.5,-868,XAP,10
1649447,334445,Consumer loans,15349.995,128605.5,125716.5,-2435,XAP,9
2645215,233382,Consumer loans,4245.525,22090.5,20821.5,-1275,XAP,6
1373501,260244,Consumer loans,51202.125,1462500,1316250,-784,LIMIT,36
1416739,206811,Consumer loans,12694.185,113625,113625,-155,XAP,10
1373372,203968,Cash loans,23141.25,247500,247500,-284,XAP,12
2639616,414481,Cash loans,,0,0,-410,XAP,
1325998,219150,Cash loans,,0,0,-175,XAP,
2645310,435758,Consumer loans,5812.02,50022,50022,-227,XAP,10
1193526,277444,Revolving loans,2250,45000,45000,-283,XAP,0
1544739,402732,Consumer loans,3763.395,37287,37287,-496,XAP,12
1013393,280796,Consumer loans,19306.035,114565.5,103108.5,-349,XAP,6
1612729,270138,Consumer loans,,72855,72855,-1257,XNA,
2429239,229178,Consumer loans,12694.995,123016.5,136008,-208,XAP,12
1722074,201380,Cash loans,,0,0,-269,XAP,
1055502,321168,Cash loans,18071.145,135000,163732.5,-836,XAP,12
1870195,217261,Cash loans,31212.405,450000,610452,-717,XAP,36
1815498,429426,Cash loans,8648.46,103500,130824,-15,XAP,24
2049242,243143,Consumer loans,11250,103473,114399,-851,XAP,12
1944715,106712,Consumer loans,6246.36,33705,32134.5,-307,XAP,6
1343902,115964,Consumer loans,6957.54,36868.5,36567,-1453,XAP,6
2140655,143122,Consumer loans,10769.22,53095.5,55899,-163,XAP,6
1343910,316714,Consumer loans,8997.39,54891,48163.5,-1492,XAP,6
1373650,316714,Consumer loans,16203.96,131791.5,86791.5,-964,XAP,6
2140661,339812,Consumer loans,8825.13,113872.5,113872.5,-745,XAP,18
2836115,305900,Consumer loans,10126.485,45441,53491.5,-921,XAP,6
2610219,416344,Consumer loans,12048.57,122337,122337,-21,XAP,12
2480698,262971,Consumer loans,6010.425,119232,132709.5,-820,XAP,24
2345734,421191,Consumer loans,6656.985,30334.5,35658,-655,XAP,6
1935472,217262,Consumer loans,6515.37,47916,45967.5,-1963,SCO,8
2514076,424321,Consumer loans,5209.335,115506,115506,-1059,SCO,24
1836317,280470,Cash loans,,0,0,-605,XAP,
2830031,373247,Cash loans,24943.365,225000,254700,-335,XAP,12
2504931,135055,Cash loans,46238.805,855000,917073,-491,XAP,30
2640182,317524,Cash loans,18418.05,315000,315000,-413,XAP,24
1399755,395653,Cash loans,,0,0,-300,XAP,
1327542,453103,Cash loans,34092.45,684000,754425,-256,XAP,36
1450723,284499,Cash loans,,0,0,-384,XAP,
1702657,231279,Cash loans,,0,0,-235,XAP,
1980785,161206,Consumer loans,12155.67,133084.485,119772,-561,XAP,12
2477024,227933,Revolving loans,2250,45000,45000,-225,XAP,0
1830444,168585,Cash loans,12419.235,112500,119925,-869,XAP,12
2124659,372123,Cash loans,,0,0,-5,XAP,
2092241,154119,Revolving loans,,0,0,-283,XAP,
1290159,187467,Cash loans,5444.955,45000,57942,-1053,XAP,18
2587796,422260,Revolving loans,,0,0,-227,XAP,
2832962,384926,Cash loans,5846.04,49500,63738,-279,XAP,18
1087653,321955,Cash loans,7373.25,67500,71955,-476,XAP,12
1631853,361826,Revolving loans,13500,270000,270000,-309,HC,0
1239869,298500,Cash loans,31446.36,450000,491580,-935,XAP,24
2508245,294694,Cash loans,41336.325,697500,793251,-269,XAP,48
2732517,290922,Cash loans,12046.23,112500,152464.5,-441,LIMIT,24
1833716,235008,Cash loans,,0,0,-444,XAP,
1189774,418582,Cash loans,58839.03,1125000,1223010,-999,XAP,36
1428546,213348,Cash loans,,0,0,-197,XAP,
1582553,330870,Cash loans,15417.72,355500,404770.5,-173,XAP,36
1555108,345217,Cash loans,12177,180000,180000,-596,XAP,36
2310385,392447,Consumer loans,3716.505,35446.5,31846.5,-2813,XAP,12
2133294,239468,Consumer loans,3197.475,39600,31680,-129,XAP,12
1812466,110933,Consumer loans,6674.76,48960,55669.5,-2160,XAP,12
2841276,256631,Consumer loans,7958.61,71100,71100,-1480,XAP,10
2411965,409884,Consumer loans,2114.145,15120,14620.5,-2413,XAP,9
2418418,153207,Consumer loans,5600.295,30285,30285,-92,XAP,6
2314958,300667,Consumer loans,5469.615,131301,117373.5,-2863,SCO,24
2758387,112742,Revolving loans,2250,45000,45000,-529,HC,0
2520345,327334,Consumer loans,11672.28,124875,123516,-1424,LIMIT,12
1762590,218269,Consumer loans,4724.55,47250,42525,-759,XAP,10
1665407,349654,Consumer loans,3629.385,31954.5,31954.5,-276,XAP,10
1459580,330343,Consumer loans,15153.3,162675,158971.5,-1090,XAP,12
1176906,429898,Consumer loans,3021.075,17271,16312.5,-2314,XAP,6
1378272,145973,Consumer loans,4591.08,71275.5,86328,-460,XAP,24
1761944,437667,Consumer loans,17258.445,174015,170050.5,-670,XAP,12
1251663,406121,Consumer loans,7546.545,61069.5,66442.5,-594,XAP,10
1851719,326527,Cash loans,12303,112500,112500,-2095,LIMIT,12
2702247,236188,Cash loans,11318.76,103500,103500,-2182,XAP,12
1829510,292883,Consumer loans,2306.565,19755,19237.5,-1675,XAP,12
1584051,451441,Consumer loans,15219.27,157927.5,142132.5,-911,LIMIT,12
1437386,127641,Consumer loans,7984.89,51741,41269.5,-230,XAP,6
2134031,194133,Consumer loans,12054.42,107977.5,118669.5,-1235,XAP,12
1437389,337948,Consumer loans,10987.2,113287.5,125253,-829,XAP,12
2147807,422951,Cash loans,44701.515,450000,470790,-268,XAP,12
1547583,407214,Cash loans,24172.65,229500,241920,-536,XAP,12
1988034,159957,Revolving loans,6750,135000,135000,-648,HC,0
2197749,159957,Revolving loans,,0,0,-379,XAP,
2010897,100347,Cash loans,18821.52,180000,191880,-1164,XAP,12
1547582,150324,Cash loans,46143.63,675000,721332,-715,XAP,24
2538900,393252,Cash loans,31576.86,450000,491580,-1003,XAP,24
1479203,259015,Cash loans,,0,0,-163,XAP,
2839786,259015,Cash loans,,0,0,-272,XAP,
1100978,208625,Cash loans,27187.02,229500,272088,-1056,XAP,12
2247981,153440,Cash loans,32889.96,270000,321003,-1268,XAP,12
1903797,422798,Cash loans,17902.575,229500,248130,-824,XAP,18
1776228,397073,Consumer loans,14413.545,157387.5,157387.5,-716,XAP,12
1800511,173779,Cash loans,8180.055,90000,101880,-693,XAP,24
2804243,291042,Consumer loans,4577.85,37440,36477,-1691,XAP,10
1236895,399579,Cash loans,21236.715,90000,104733,-1000,XAP,6
2005161,253973,Consumer loans,,0,0,-496,XAP,
1250286,215921,Cash loans,,0,0,-231,XAP,
2309043,144355,Cash loans,23608.305,108000,124740,-543,XAP,6
2420678,283825,Cash loans,29796.57,463500,518562,-529,HC,36
1019224,421659,Revolving loans,,0,0,-344,XAP,
2282581,118234,Cash loans,,0,0,-165,XAP,
1580062,126289,Cash loans,,0,0,-184,XAP,
1527995,313670,Cash loans,45449.865,675000,835380,-69,HC,36
1769177,123554,Cash loans,28438.38,270000,284611.5,-643,XAP,12
1311700,139780,Cash loans,41728.41,1129500,1293502.5,-633,XAP,60
1567355,151496,Cash loans,22048.56,207000,220662,-637,XAP,12
1593312,257283,Cash loans,9989.19,45000,52051.5,-1024,XAP,6
1187055,269651,Cash loans,71793,1273500,1347466.5,-752,XAP,24
2768298,258188,Consumer loans,8458.695,85455,85788,-1585,XAP,14
1612795,331325,Consumer loans,4183.47,24885,25186.5,-1296,XAP,8
2699276,365240,Consumer loans,,33255,33255,-902,HC,
2179655,130812,Cash loans,36017.37,720000,794133,-388,XAP,36
1594689,164664,Revolving loans,0,0,0,-136,XAP,0
1175468,105246,Consumer loans,6692.13,53955,56331,-1864,XAP,12
2628281,262067,Consumer loans,6039.765,20250,23229,-855,XAP,4
2198528,362741,Consumer loans,67335.3,720000,720000,-290,XAP,12
2493677,274178,Consumer loans,3872.655,17559,14044.5,-805,HC,4
1700232,211788,Consumer loans,3982.725,37921.5,34128,-2581,SCO,12
2819165,328432,Consumer loans,2047.005,14175,15345,-2514,XAP,10
1485515,300919,Consumer loans,5580.99,46485,41836.5,-2625,XAP,10
1665415,369564,Consumer loans,4991.85,24358.5,26289,-166,XAP,6
2689127,142729,Cash loans,,0,0,-274,XAP,
1051819,398307,Consumer loans,15808.5,153000,165118.5,-115,XAP,12
2183911,406585,Consumer loans,8277.345,44955,43650,-98,XAP,6
2792287,265269,Revolving loans,2250,45000,45000,-200,XAP,0
2240386,206862,Consumer loans,2920.725,25715.025,25715.025,-99,XAP,10
1427438,291745,Cash loans,,0,0,-376,XAP,
2395489,155955,Revolving loans,45000,0,900000,-632,XAP,0
1047517,275503,Cash loans,35562.69,810000,893398.5,-1006,LIMIT,36
2136915,346861,Consumer loans,,26820,26820,-756,CLIENT,
2322898,330813,Consumer loans,12807.09,60138,70492.5,-505,XAP,6
2286680,306357,Consumer loans,,66735,66735,-817,LIMIT,
2041935,379098,Consumer loans,26348.85,249376.5,269127,-246,XAP,12
1737082,264855,Consumer loans,15243.12,78295.5,82431,-611,XAP,6
1698722,213734,Consumer loans,7429.905,71995.5,79600.5,-608,XAP,12
2145805,181198,Consumer loans,14122.575,130477.5,127116,-2247,XAP,10
2183941,343995,Consumer loans,5937.48,32355,29119.5,-1885,XAP,6
2363040,440555,Consumer loans,3823.245,32256,31887,-2149,XAP,12
1468606,398840,Consumer loans,4504.5,40950,40950,-376,XAP,10
2772150,309629,Cash loans,,0,0,-239,XAP,
2772229,360861,Revolving loans,,0,0,-346,XAP,
1394384,447625,Cash loans,,0,0,-516,XAP,
2033086,439254,Cash loans,,0,0,-156,XAP,
2423490,375497,Cash loans,,0,0,-452,XAP,
2115109,120416,Cash loans,,0,0,-219,XAP,
2771739,120416,Cash loans,,0,0,-133,XAP,
2013326,394227,Cash loans,,0,0,-250,XAP,
2547479,224419,Consumer loans,25170.57,143910,141966,-2765,XAP,6
2018463,387711,Consumer loans,7919.235,26910,27796.5,-2738,HC,4
1437123,187888,Consumer loans,4188.87,22455,21177,-705,XAP,6
1817103,130103,Consumer loans,10673.505,71955,57564,-412,XAP,6
1884936,451533,Revolving loans,2250,45000,45000,-124,XAP,0
1401840,180661,Cash loans,31526.55,900000,1078200,-26,HC,60
1073633,241583,Consumer loans,4526.775,108666,97141.5,-2801,SCO,24
1254630,405821,Revolving loans,2250,45000,45000,-350,XAP,0
1820729,371972,Consumer loans,8339.31,65205,70942.5,-482,LIMIT,10
1666527,106873,Consumer loans,6515.505,64800,58320,-407,XAP,10
1187034,362434,Consumer loans,17439.165,384210,384210,-780,XAP,24
1189864,424249,Consumer loans,18324.45,134955,85230,-1004,XAP,6
1308874,439561,Consumer loans,31080.51,302341.5,290065.5,-1077,XAP,12
1780044,231010,Consumer loans,4040.685,36733.5,36733.5,-386,XAP,10
1153927,331399,Cash loans,14019.705,135000,143910,-197,XAP,12
1759883,308131,Cash loans,,0,0,-106,XAP,
1344819,154400,Revolving loans,,0,0,-267,XAP,
2116248,121260,Cash loans,19661.94,180000,191880,-494,XAP,12
1565744,121260,Cash loans,2230.875,67500,67500,-184,XAP,48
1806835,375553,Revolving loans,45000,900000,900000,-245,HC,0
1101573,302024,Cash loans,11391.57,157500,213966,-868,XAP,30
2567257,216444,Revolving loans,15750,0,315000,-810,XAP,0
1198363,192731,Cash loans,28599.75,675000,675000,-889,XAP,36
1009189,294800,Consumer loans,4548.915,20025,16582.5,-1054,XAP,4
2573173,133301,Consumer loans,6389.325,37548,31621.5,-375,XAP,6
2305866,310741,Consumer loans,16991.505,154440,154440,-1094,XAP,10
2742669,148244,Consumer loans,13041,144900,115920,-2229,HC,10
2466949,337432,Consumer loans,11257.38,171711,171711,-424,XAP,18
2103264,208631,Cash loans,,0,0,-242,XAP,
1694446,102042,Cash loans,,0,0,-13,XAP,
2705566,281497,Cash loans,,0,0,-174,XAP,
2510070,320098,Consumer loans,10500.435,197892,231849,-1087,XAP,24
2570949,225162,Consumer loans,2633.445,20880,19845,-1278,XAP,10
2029384,417084,Consumer loans,10679.13,120883.5,106281,-1361,XAP,12
1689239,288772,Consumer loans,4199.67,46611,46611,-1355,XAP,12
2705123,393128,Consumer loans,16136.055,275877,312291,-873,XAP,24
1466262,211810,Consumer loans,5934.33,35541,35541,-1470,XAP,8
2102719,145721,Cash loans,56754,1350000,1350000,-489,XAP,48
2417641,175452,Consumer loans,6089.94,89307,102541.5,-663,XAP,24
1037793,441712,Consumer loans,6234.615,30321,30321,-14,XAP,6
2057046,254366,Consumer loans,2732.895,19975.5,19782,-295,XAP,10
1137714,388329,Cash loans,26608.275,270000,393322.5,-637,SCO,36
1769678,387872,Consumer loans,5006.295,33570,39352.5,-973,XAP,12
1833424,261281,Consumer loans,11882.025,44860.5,41706,-2532,XAP,4
2834436,329998,Consumer loans,2363.31,17505,19237.5,-282,XAP,10
2320731,101078,Consumer loans,4207.68,26487,33529.5,-1876,XAP,12
2038023,348475,Consumer loans,6150.465,29200.5,30645,-2400,XAP,6
1194814,260772,Consumer loans,18688.275,110976.48,88780.5,-1175,XAP,5
2012237,161974,Consumer loans,2995.515,29205,22455,-2669,SCO,10
1140067,120693,Consumer loans,7626.96,45369,45918,-1621,XAP,8
1215961,323651,Consumer loans,2621.7,26505,26217,-2328,XAP,12
2806346,298719,Consumer loans,9527.85,49815,52443,-238,XAP,6
1766345,153645,Consumer loans,6067.89,60120,60120,-125,XAP,12
2558348,383383,Consumer loans,3895.56,32850,32490,-1261,XAP,12
2373042,414943,Consumer loans,10317.78,111600,89100,-2293,SCO,10
1163448,229303,Cash loans,,0,0,-27,XAP,
1375770,340077,Revolving loans,45000,900000,900000,-448,SCOFR,0
2438371,266229,Cash loans,11813.985,225000,262125,-981,XAP,30
1567354,140057,Cash loans,9816.3,45000,51898.5,-1007,XAP,6
2834570,247546,Consumer loans,,41575.5,41575.5,-85,CLIENT,
2143302,423760,Cash loans,,0,0,-10,XAP,
2021852,255567,Cash loans,,0,0,-131,XAP,
1058385,352602,Consumer loans,5371.335,29601,26343,-2114,XAP,6
2259509,394755,Consumer loans,11187,101700,101700,-1575,XAP,10
2259511,423299,Consumer loans,2529.945,18760.5,20412,-557,XAP,10
2504951,393983,Consumer loans,7423.065,32805,26055,-2512,XAP,4
2282239,115467,Consumer loans,5465.25,49500,55575,-266,XAP,12
1339501,428832,Cash loans,4921.2,45000,45000,-2764,XAP,12
2837846,282235,Cash loans,13042.35,67500,67500,-2589,HC,6
2113655,369136,Consumer loans,9975.96,149283,166072.5,-773,XAP,18
1525414,271967,Consumer loans,8231.265,182713.5,182713.5,-822,XAP,24
2084838,123003,Consumer loans,22497.255,224996.4,202495.5,-2459,HC,10
1447664,452891,Consumer loans,,45900,45900,-403,LIMIT,
2582407,415809,Consumer loans,4764.825,47610,42849,-2507,SCO,12
2526747,447608,Consumer loans,31169.43,382450.5,314842.5,-2169,XAP,12
2077735,268576,Consumer loans,2063.97,17991,17793,-2403,XAP,12
1688797,284273,Cash loans,66734.46,1129500,1195101,-927,XAP,24
1992465,416707,Cash loans,49640.85,454500,472500,-614,HC,12
2839207,256346,Cash loans,,0,0,-292,XAP,
2591387,128902,Cash loans,,0,0,-206,XAP,
1240426,115536,Cash loans,24216.255,112500,129748.5,-734,XAP,6
1708613,222642,Cash loans,,0,0,-304,XAP,
2482168,377334,Cash loans,,0,0,-273,XAP,
2680359,157623,Cash loans,20982.15,315000,315000,-399,XAP,18
2430245,317262,Consumer loans,5317.47,105484.5,117409.5,-388,XAP,24
1067637,131429,Consumer loans,8784.585,165555,193963.5,-823,XAP,24
1513483,337011,Consumer loans,13878.9,201600,137484,-1731,XAP,12
1672385,175826,Cash loans,22904.28,225000,239850,-262,XAP,12
1598560,430455,Consumer loans,14558.805,134955,121455,-807,XAP,12
1352562,249240,Consumer loans,,40459.5,40459.5,-1014,CLIENT,
1785004,122523,Consumer loans,4180.5,19705.5,19696.5,-141,XAP,6
2274351,409809,Consumer loans,3690.585,23130,29277,-1491,XAP,12
1891448,450886,Cash loans,25992.54,337500,384277.5,-751,XAP,36
2024460,228148,Cash loans,13254.66,270000,312831,-684,XAP,36
2598136,227586,Consumer loans,10456.11,84676.5,95107.5,-618,XAP,14
1763093,201740,Cash loans,29440.8,450000,512370,-891,SCO,36
1322311,190748,Revolving loans,,0,0,-146,XAP,
2136294,410535,Revolving loans,,0,0,-110,XAP,
1208281,101344,Cash loans,23468.31,450000,588447,-638,XAP,36
1116011,374237,Cash loans,,0,0,-132,XAP,
1376413,252702,Cash loans,,0,0,-148,XAP,
1859028,144150,Cash loans,,0,0,-353,XAP,
2365235,370643,Cash loans,,0,0,-346,XAP,
2830386,408748,Revolving loans,,0,0,-192,XAP,
2747677,238322,Cash loans,16538.13,427500,517788,-213,XAP,48
1821384,359957,Consumer loans,7161.39,70200,69853.5,-642,XAP,12
1585382,308118,Consumer loans,4064.76,21105,19935,-1506,XAP,6
2681823,325860,Consumer loans,5347.53,54889.65,47533.5,-2394,XAP,10
1846708,334494,Consumer loans,5571.405,49052.7,49052.7,-597,XAP,10
2070885,304355,Consumer loans,5913.72,114389.73,114385.5,-1621,XAP,24
